3947.46  5.285423
3948.70  4.164312
3949.94  4.507383
3951.18  4.610562
3952.42  4.142064
3953.67  4.413505
3954.91  4.065193
3956.15  4.370317
3957.39  5.075909
3958.63  3.538282
3959.87  5.557352
3961.11  6.829374
3962.35  5.165092
3963.59  5.027641
3964.83  4.090282
3966.07  4.555963
3967.32  4.556182
3968.56  5.561725
3969.80  4.471546
3971.04  4.285901
3972.28  4.403133
3973.52  4.336331
3974.76  5.88209
3976.00  4.821106
3977.24  4.705883
3978.48  4.735132
3979.72  4.688992
3980.96  5.659921
3982.21  4.73685
3983.45  4.866977
3984.69  5.097321
3985.93  6.076138
3987.17  6.042117
3988.41  5.000756
3989.65  4.99057
3990.89  4.910918
3992.13  5.846425
3993.37  6.08602
3994.61  5.392192
3995.86  5.806417
3997.10  5.410316
3998.34  5.730065
3999.58  5.730718
4000.82  5.282829
4002.06  5.743699
4003.30  5.427582
4004.54  6.390362
4005.78  5.769341
4007.02  5.255028
4008.26  5.477245
4009.50  5.969332
4010.75  6.300557
4011.99  5.041969
4013.23  5.300178
4014.47  5.177278
4015.71  5.142911
4016.95  5.875555
4018.19  4.403038
4019.43  4.861652
4020.67  4.806736
4021.91  4.556173
4023.15  5.13276
4024.40  4.477755
4025.64  5.361996
4026.88  5.083577
4028.12  6.331974
4029.36  6.852909
4030.60  5.644541
4031.84  5.290193
4033.08  4.4124
4034.32  4.973001
4035.56  5.146936
4036.80  3.630522
4038.05  4.472517
4039.29  4.12559
4040.53  4.702823
4041.77  5.134509
4043.01  4.344277
4044.25  4.559093
4045.49  4.957489
4046.73  6.070735
4047.97  5.416274
4049.21  4.842877
4050.45  4.748331
4051.69  4.396234
4052.94  5.392913
4054.18  4.301221
4055.42  4.096131
4056.66  3.692293
4057.90  4.580169
4059.14  5.323676
4060.38  3.956373
4061.62  3.938651
4062.86  4.38541
4064.10  4.496246
4065.34  5.198898
4066.59  3.986698
4067.83  4.369582
4069.07  4.469091
4070.31  4.433079
4071.55  5.32341
4072.79  4.433449
4074.03  4.42805
4075.27  4.168205
4076.51  4.926652
4077.75  4.923676
4078.99  4.000109
4080.23  4.271252
4081.48  4.20391
4082.72  4.958118
4083.96  4.884696
4085.20  4.237302
4086.44  4.606295
4087.68  4.335244
4088.92  5.170286
4090.16  4.555885
4091.40  5.198153
4092.64  4.966828
4093.88  5.219507
4095.13  5.805459
4096.37  4.783978
4097.61  4.879399
4098.85  4.301085
4100.09  4.897429
4101.33  5.271668
4102.57  4.188797
4103.81  4.533511
4105.05  4.829414
4106.29  4.189858
4107.53  5.085173
4108.77  4.117443
4110.02  3.937812
4111.26  4.293801
4112.50  5.210628
4113.74  5.439836
4114.98  4.405685
4116.22  4.248534
4117.46  4.300489
4118.70  4.800998
4119.94  4.850137
4121.18  4.183271
4122.42  5.204036
4123.67  5.093479
4124.91  5.209346
4126.15  4.932834
4127.39  4.045833
4128.63  4.378359
4129.87  4.301661
4131.11  4.858204
4132.35  4.783088
4133.59  4.314318
4134.83  4.261938
4136.07  4.598157
4137.32  5.372952
4138.56  4.31984
4139.80  4.668347
4141.04  4.318566
